4,Integer
"Nurse, mental health",246
Legal secretary,23
"Lecturer, further education",22
Human resources officer,35
Counselling psychologist,128
Purchasing manager,216
Hospital doctor,44
Private music teacher,112
"Accountant, chartered certified",283
"Engineer, chemical",170
Ophthalmologist,151
Legal secretary,126
Passenger transport manager,20
"Pharmacist, hospital",270
Fast food restaurant manager,85
Homeopath,213
Building services engineer,253
Human resources officer,52
Airline pilot,189
Chartered loss adjuster,176
"Scientist, biomedical",249
Retail buyer,69
Sales executive,165
Quantity surveyor,143
Community education officer,34
Health and safety inspector,61
Video editor,224
"Administrator, sports",308
"Engineer, communications",264
Systems analyst,132
Textile designer,160
"Engineer, water",247
Technical author,191
"Therapist, drama",167
Haematologist,36
Artist,269
"Teacher, English as a foreign language",26
Learning disability nurse,30
Landscape architect,117
"Teacher, special educational needs",281
IT consultant,297
Patent attorney,262
"Therapist, horticultural",298
"Horticulturist, commercial",211
"Lighting technician, broadcasting/film/video",225
"Buyer, retail",318
IT technical support officer,319
Personnel officer,18
Ceramics designer,41
Dispensing optician,281
"Scientist, marine",143
Clinical cytogeneticist,202
Graphic designer,99
Web designer,100
Textile designer,260
Games developer,285
Local government officer,173
"Restaurant manager, fast food",250
Production engineer,203
Community education officer,274
"Administrator, Civil Service",231
"Administrator, Civil Service",123
Ranger/warden,28
Dispensing optician,52
Clothing/textile technologist,241
Tree surgeon,20
Theme park manager,52
Intelligence analyst,102
"Scientist, research (maths)",44
Dentist,314
Glass blower/designer,241
Colour technologist,205
Publishing copy,247
"Engineer, civil (contracting)",306
Bookseller,145
"Education officer, community",194
Chartered accountant,28
Audiological scientist,100
"Designer, ceramics/pottery",230
Aid worker,117
"Scientist, clinical (histocompatibility and immunogenetics)",150
Administrator,32
Computer games developer,28
Television production assistant,168
"Psychologist, clinical",151
Insurance underwriter,213
Dispensing optician,278
"Producer, television/film/video",289
Technical sales engineer,102
Automotive engineer,218
Ranger/warden,67
Special educational needs teacher,286
Diplomatic Services operational officer,132
Chartered accountant,64
"Administrator, sports",278
Bookseller,34
Civil Service administrator,182
Market researcher,282
"Therapist, occupational",192
Insurance claims handler,153
"Sales professional, IT",45
"Teacher, special educational needs",188
Pension scheme manager,245
"Teacher, primary school",202
"Nurse, learning disability",115
Web designer,250
Banker,321
Personnel officer,163
"Loss adjuster, chartered",276
Operational investment banker,99
Electrical engineer,251
Pensions consultant,212
"Surveyor, building",187
Professor Emeritus,295
"Conservation officer, historic buildings",42
Illustrator,87
Rural practice surveyor,268
"Editor, magazine features",27
Sports development officer,272
Personnel officer,170
Chief Strategy Officer,292
Furniture conservator/restorer,261
"Teacher, early years/pre",74
Horticultural therapist,235
Farm manager,20
Trading standards officer,143
"Research officer, political party",264
Logistics and distribution manager,73
Secondary school teacher,60
"Engineer, agricultural",120
Public relations officer,173
Hydrogeologist,317
Purchasing manager,275
Marketing executive,208
Jewellery designer,222
Race relations officer,127
Arboriculturist,83
"Production designer, theatre/television/film",264
Technical author,127
Environmental manager,170
Risk manager,197
Advertising copywriter,156
Call centre manager,23
Lexicographer,102
Warehouse manager,316
"Designer, exhibition/display",49
Air cabin crew,157
"Accountant, chartered",167
Theatre director,239
"Producer, television/film/video",305
Call centre manager,85
Teaching laboratory technician,196
Mental health nurse,106
"Surveyor, quantity",25
"Civil engineer, contracting",102
"Teacher, music",263
Proofreader,317
"Therapist, art",238
Retail buyer,97
Consulting civil engineer,27
Manufacturing systems engineer,148
Architect,15
Cytogeneticist,63
Legal executive,60
Special effects artist,251
Commercial/residential surveyor,281
Soil scientist,226
"Scientist, biomedical",224
Special educational needs teacher,45
Emergency planning/management officer,101
Translator,307
Conference centre manager,48
Human resources officer,23
Physiological scientist,64
Mudlogger,316
Manufacturing engineer,97
"Development worker, international aid",125
Music therapist,176
Textile designer,61
Bonds trader,34
Civil Service administrator,34
"Research officer, government",319
Medical sales representative,151
Clinical embryologist,191
"Doctor, general practice",16
Science writer,20
Passenger transport manager,240
Mudlogger,215
Consulting civil engineer,41
Print production planner,61
Equities trader,73
Consulting civil engineer,176
Chief Executive Officer,55
Multimedia specialist,190
Chartered public finance accountant,218
Product designer,126
"Engineer, agricultural",275
Hydrogeologist,153
"Administrator, charities/voluntary organisations",295
"Designer, ceramics/pottery",228
Medical secretary,55
"Radiographer, therapeutic",54
Orthoptist,60
"Scientist, forensic",286
"Research officer, trade union",74
Industrial buyer,79
"Production assistant, radio",112
Financial adviser,41
"Administrator, Civil Service",69
Banker,217
Retail merchandiser,124
"Research officer, government",45
Chartered loss adjuster,123
Forest/woodland manager,21
Dance movement psychotherapist,228
Automotive engineer,304
Diplomatic Services operational officer,274
Sub,258
Animal technologist,147
Control and instrumentation engineer,203
"Accountant, chartered",256
Primary school teacher,232
Music tutor,54
Archivist,181
Arboriculturist,212
Ambulance person,187
Primary school teacher,224
Chief Strategy Officer,251
Interpreter,261
Medical secretary,223
"Scientist, research (life sciences)",246
"Engineer, control and instrumentation",60
Dealer,296
"Engineer, biomedical",158
Special educational needs teacher,300
Private music teacher,158
Arts administrator,15
Catering manager,173
Freight forwarder,145
Radio producer,187
Gaffer,270
Travel agency manager,117
Fish farm manager,61
Volunteer coordinator,189
"Engineer, drilling",50
"Designer, industrial/product",39
"Engineer, petroleum",315
"Engineer, aeronautical",256
"Psychologist, clinical",56
Location manager,20
Seismic interpreter,54
Podiatrist,143
Radio producer,284
Insurance claims handler,275
Learning disability nurse,297
Location manager,103
Chartered public finance accountant,151
Lexicographer,140
"Engineer, land",186
Astronomer,229
Health physicist,276
"Development worker, community",220
"Scientist, research (physical sciences)",305
"Sound technician, broadcasting/film/video",281
"Designer, ceramics/pottery",307
Ophthalmologist,18
Market researcher,112
Statistician,281
"Designer, multimedia",97
Technical author,208
"Engineer, materials",283
Electrical engineer,265
Warden/ranger,136
Psychiatrist,35
Set designer,43
Games developer,296
Museum/gallery exhibitions officer,236
"Journalist, magazine",218
"Scientist, research (life sciences)",118
Industrial buyer,26
"Engineer, electrical",162
Social worker,146
Insurance claims handler,183
"Education officer, museum",61
Agricultural engineer,236
"Research officer, trade union",291
Operational researcher,135
Counsellor,34
Firefighter,38
Personnel officer,124
Patent attorney,231
Magazine features editor,302
Advertising copywriter,152
"Therapist, art",43
Broadcast engineer,200
"Programme researcher, broadcasting/film/video",69
"Engineer, materials",291
Neurosurgeon,146
Garment/textile technologist,19
Counsellor,252
Conference centre manager,184
"Engineer, mining",66
Sales promotion account executive,283
Horticultural therapist,259
Automotive engineer,261
Graphic designer,132
"Surveyor, insurance",203
Broadcast journalist,297
Retail buyer,119
"Civil engineer, consulting",196
"Editor, magazine features",195
Magazine journalist,145
Chief Strategy Officer,103
Public relations officer,56
"Engineer, biomedical",93
"Designer, furniture",98
Science writer,152
Clinical cytogeneticist,235
"Engineer, drilling",118
Higher education lecturer,233
Naval architect,245
"Designer, multimedia",232
Patent examiner,70
Games developer,320
Legal executive,255
"Runner, broadcasting/film/video",227
Heritage manager,71
Midwife,82
"Editor, commissioning",169
"Designer, graphic",23
Management consultant,294
"Engineer, water",139
Chief Operating Officer,269
Sport and exercise psychologist,21
"Librarian, academic",194
Paediatric nurse,210
"Lecturer, further education",221
"Engineer, civil (contracting)",265
Aeronautical engineer,144
Textile designer,161
Paediatric nurse,230
Land/geomatics surveyor,26
Chartered certified accountant,232
Secretary/administrator,209
Publishing rights manager,40
Sports development officer,23
